"국가별","항목","단위","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년",
"캐나다","- 살인사건[명]","명","1.2","1.2","1.1","1.2","1","1","","","","",
"캐나다","- 밤에 안전하다고 느끼는 정도[%]","%","81.50469","81.50469","81.50469","83.18546","83.18546","83.18546","79.01192","79.01192","73.88518","73.88518",
"캐나다","- 밤에 안전하지 않다고 느끼는 정도[%]","%","19.34544","17.87348","17.87544","15.561","17.34738","17.04167","21.85308","19.8898","25.30958","",
"캐나다","- 교통사고 사망[명]","명","5.18002","5.26701","5.24016","5.09232","5.23134","4.67006","4.59024","4.62269","4.9679","",
"캐나다","- 삶의 만족도[척도]","척도","8","8.1","8.1","8.1","8.1","8.1","8","7.9","7.5","",
"캐나다","- 삶의 만족도 점수 5 이하[%]","%","2.8","2.5","2.9","2.8","2.5","2.5","2.8","2.8","5.6","",
"캐나다","- 삶의 만족도 점수 상위 5분위[5분위]","5분위","1.93878","2.04082","2.04082","2.04082","2","2.04082","1.9","1.9","2.375","",
"캐나다","- 부정적인 감정 균형[%]","%","11.5314","11.5314","11.5314","10.83689","10.83689","10.83689","14.23452","14.23452","16.81923","16.81923",
"멕시코","- 가계 및 비영리단체 1인당 순조정가처분소득[US$]","US$","16879","17725","17692","17555","17509","17808","16454","17490","17164","",
"멕시코","- 평균 가계 가처분소득 상위 5분위[5분위]","5분위","10.4","","10.3","","8.6","","8.9","","7.8","",
"멕시코","- 상대적 소득 빈곤선 이하의 가계 가처분소득[%]","%","16.7","","16.6","","15.9","","16.6","","15","",
"멕시코","- 생계 유지를 위한 어려움[%]","%","","","","","","","","43.4","","",
"멕시코","- 고용률[%]","%","67.673","68.13","68.467","68.511","68.944","69.46","66.418","67.824","69.712","70.907",
"멕시코","- 성별 임금 격차[%]","%","18.3","16.66667","16.49225","11.11111","14","","","12.5","16.66667","15",
"멕시코","- 장기 실업률[%]","%",".08182",".07519",".08014",".06978",".05328",".06353",".06335",".20392",".10278","",
"멕시코","- 취업, 교육 또는 훈련을 받지 않는 청소년[%]","%","19.92372","19.63334","19.36759","18.57111","18.1802","18.29364","19.4882","18.0563","17.14533","",
"멕시코","- 노동 시장 불안정성[%]","%","5.01051","4.57667","4.03513","","","","","","","",
"멕시코","- 직무 부담[%]","%","","28.89184","","","","","","","","",
"멕시코","- 장시간의 유급 근무[%]","%","28.62","29.43","29.29","28.7","28.72","28.15","26.97","27.43","27.19","",
"멕시코","- 연간 평균 총 소득[US$]","US$","17503","17730","17522","17475","17865","18031","17467","17637.05555","16685.37147","",
"멕시코","- 총 중위 소득의 2/3 미만을 버는 전일제 근로자[%]","%","14.75417","17.25287","16.09094","13.32285","15.66081","17.07702","16.85001","13.16892","15.67645","17.48924",
"멕시코","- 상위 소득 10분위의 전일제 근로자[10분위]","10분위","3.87597","3.87597","3.33333","3.57143","3.33333","3.48837","3.58333","3.35917","3.25581","3.2981",
"멕시코","- 과밀 주거 가구[%]","%","33.26597","","33.8696","","33.19112","","31.04356","","29.97431","",
"멕시코","- 주거 비용 부담[%]","%","80.02436","81.29452","80.66449","80.07793","80.00482","80.78611","80.18079","79.75155","79.58969","",
"멕시코","- 주거 비용 과부담[%]","%","17.75866","","11.48897","","9.43505","","18.40043","","8.25646","",
"멕시코","- 기본 위생시설에 접근하지 못하는 저소득 가구[%]","%","57.37821","","59.60686","","59.3407","","53.47543","","","",
"멕시코","- 가정 내 인터넷 접속 여부[%]","%","33.64922","38.73777","46.76414","50.50641","52.28209","55.62446","59.54341","66.1684","68.23341","",
"멕시코","- 장기 무급 근무 시간[%]","%","30.57334","","","","","","","","","",
"멕시코","- 시간 사용에 대한 만족도[척도]","척도","","","","","","","","7.73593","","",
"멕시코","- 시간 사용에 대한 만족도 점수 5 이하[%]","%","","","","","","","","7.70348","","",
"멕시코","- 시간 사용에 대한 만족도 상위 5분위[5분위]","5분위","","","","","","","","1.66667","","",
"멕시코","- 출생 시 기대 수명[년]","년","75","74.7","74.8","74.9","75","75.1","75.2","75.4","","",
"멕시코","- 자살, 알코올, 약물로 인한 사망[명]","명","28.63794","28.51423","28.78777","27.63259","27.2398","27.41426","28.84736","","","",
"멕시코","- 학생 독서 기술[점수]","점수","","423.27648","","","420.46889","","","","415.36","",
"멕시코","- 낮은 독서 기술을 가진 학생[%]","%","","","","","35.03314","","","","38.44203","",
"멕시코","- 독서 점수 상위 10분위[10분위]","10분위","","","","","1.68977","","","","1.70881","",
"멕시코","- 학생 수학 기술[점수]","점수","","408.02348","","","408.80147","","","","395.03","",
"멕시코","- 낮은 수학 기술을 가진 학생[%]","%","","","","","35.03314","","","","38.44203","",
"멕시코","- 수학 점수 상위 10분위[10분위]","10분위","","","","","1.63817","","","","1.5748","",
"멕시코","- 학생 과학 기술[점수]","점수","","415.70988","","","419.20472","","","","409.89","",
"멕시코","- 낮은 과학 기술을 가진 학생[%]","%","","","","","35.03314","","","","38.44203","",
"멕시코","- 과학 점수 상위 10분위[10분위]","10분위","","","","","1.58768","","","","1.61116","",
"멕시코","- 성인 수리력 기술[점수]","점수","","","","210.13892","","","","","","",
"멕시코","- 낮은 수리력 기술을 가진 성인[%]","%","","","","14.04532","","","","","","",
"멕시코","- 성인 수리력 점수 상위 10분위[10분위]","10분위","","","","1.93454","","","","","","",
"멕시코","- 성인 문해력 기술[점수]","점수","","","","221.58141","","","","","","",
"멕시코","- 낮은 문해력 기술을 가진 성인[%]","%","","","","4.54331","","","","","","",
"멕시코","- 성인 문해력 점수 상위 10분위[10분위]","10분위","","","","1.78819","","","","","","",
"멕시코","- 사회적 지원[%]","%","81.2024","81.2024","81.2024","83.65313","83.65313","83.65313","77.87107","77.87107","86.33885","86.33885",
"멕시코","- 사회적 지원 부족[%]","%","21.37313","23.69388","10.52403","19.97951","14.17954","14.71577","21.81874","21.96829","14.06807","",
"멕시코","- 개인 관계에 대한 만족도[척도]","척도","8.1","","","","","","","8.40418","","",
"멕시코","- 개인 관계에 대한 만족도 점수 5 이하[%]","%","5.5","","","","","","","","","",
"멕시코","- 개인 관계 만족도 상위 5분위[5분위]","5분위","1.42857","","","","","","","","","",
"멕시코","- 정부에 의견을 반영할 권리가 있음[%]","%","","","","29.99727","","","","","","",
"멕시코","- 정부에 의견을 반영할 권리가 없음[%]","%","","","","45.77382","","","","","","",
"멕시코","- 투표율[%]","%","","","","","63.43","","","","","",
"멕시코","- 공기 오염에 노출[%]","%","99.99","99.99","99.99","99.99","99.99","99.91","99.99","","","",
"멕시코","- 살인사건[명]","명","18.1","18.2","21.5","26.9","30.1","28.8","29.9","","","",
"멕시코","- 밤에 안전하다고 느끼는 정도[%]","%","47.0934","47.0934","47.0934","41.20922","41.20922","41.20922","44.97691","44.97691","46.64336","46.64336",
"멕시코","- 밤에 안전하지 않다고 느끼는 정도[%]","%","44.28333","59.26032","51.44815","58.81931","57.55442","58.2053","55.75237","52.01474","52.2224","",
"멕시코","- 삶의 만족도[척도]","척도","","","","","","","","8.44871","","",
"멕시코","- 삶의 만족도 점수 5 이하[%]","%","","","","","","","","2.95808","","",
"멕시코","- 삶의 만족도 점수 상위 5분위[5분위]","5분위","","","","","","","","1.42857","","",
"멕시코","- 부정적인 감정 균형[%]","%","9.48447","9.48447","9.48447","8.42596","8.42596","8.42596","14.04209","14.04209","8.41518","8.41518",
"미국","- 가계 및 비영리단체 1인당 순조정가처분소득[US$]","US$","48200","49605","50220","51283","52678","54040","57374","59037","55532","",
"미국","- 평균 가계 가처분소득 상위 5분위[5분위]","5분위","8.7","8.3","8.5","8.4","8.4","8.4","7.5","7.1","8.6","",
"미국","- 중위 순자산[US$]","US$","","","87385","","","103234","","","","",
"미국","- 자산 상위 10분위[%]","%","","","79.4716","","","79.06181","","","","",
"미국","- 상대적 소득 빈곤선 이하의 가계 가처분소득[%]","%","17.5","16.8","17.8","17.8","18.1","18","16.4","15.1","18","",
"미국","- 연간 국가 상대 소득 빈곤선의 3개월치 이하의 동등액 액면 금융자산[%]","%","","","36.5","","","51.5","","","","",
"미국","- 고용률[%]","%","72.983","73.392","73.94","74.616","75.298","75.877","71.795","73.68","75.803","76.641",
"미국","- 성별 임금 격차[%]","%","17.45121","18.88268","18.14208","18.17216","18.91059","18.47071","17.6525","16.86418","16.9844","16.38935",
"미국","- 장기 실업률[%]","%","1.44001","1.00105",".8411",".66557",".52569",".47198",".45515","1.25259",".55677","",
"미국","- 취업, 교육 또는 훈련을 받지 않는 청소년[%]","%","14.17107","13.607","12.90765","11.64377","11.47875","11.5771","11.58644","14.09261","12.96645","",
"미국","- 노동 시장 불안정성[%]","%","5.36546","4.63285","4.24572","","","","","","","",
"미국","- 직무 부담[%]","%","","25.81718","","","","","","","","",
"미국","- 장시간의 유급 근무[%]","%","11.59","11.43","11.23","11.02","11.15","11.02","10.4","10.29","10.22","",
"미국","- 연간 평균 총 소득[US$]","US$","68591","70320","70446","71157","71937","73194","77567","78894.28061","77463.47302","",
"미국","- 총 중위 소득의 2/3 미만을 버는 전일제 근로자[%]","%","24.92748","25.02086","24.90773","24.50318","24.065","23.37988","23.81","22.69","22.66","23.27574",
"미국","- 상위 소득 10분위의 전일제 근로자[10분위]","10분위","5.00792","5.04416","5.04786","5.06569","4.95116","5","4.84362","4.79762","4.63225","4.67238",
"미국","- 과밀 주거 가구[%]","%","3.78336","4.20237","4.2442","4.18607","4.18899","4.23657","4.20065","4.4443","","",
"미국","- 주거 비용 부담[%]","%","81.90729","82.1685","82.13512","82.27463","82.36822","82.56968","82.95261","82.78102","","",
"미국","- 주거 비용 과부담[%]","%","30.48877","29.3869","28.80523","28.04253","28.11911","26.83532","26.55738","28.98483","","",
"미국","- 기본 위생시설에 접근하지 못하는 저소득 가구[%]","%",".48565",".4787","0","0","0","0","0","","","",
"미국","- 가정 내 인터넷 접속 여부[%]","%","","73.05","","77.11","","79.17","","83.36","","",
"미국","- 시간 여유[시간]","시간","14.3555","14.44983","14.36132","14.30002","14.57104","14.57059","","14.55076","14.74478","",
"미국","- 장기 무급 근무 시간[%]","%","","","","","13.25611","13.25455","","","","",
"미국","- 성별 근무 시간 격차[분]","분","","","","","25.3708","","","","6.47546","",
"미국","- 출생 시 기대 수명[년]","년","78.9","78.7","78.7","78.6","78.7","78.8","77","76.4","","",
"미국","- 긍정적인 건강 인식[%]","%","87.7","87.4","87.6","87.5","87.5","84.7","86.2","86.4","","",
"미국","- 부정적인 건강 인식[%]","%","2.9","2.9","2.8","2.8","2.8","3.7","3","3.1","","",
"미국","- 자살, 알코올, 약물로 인한 사망[명]","명","27.4429","28.83921","31.27226","33.28405","33.48869","33.96104","37.22232","","","",
"미국","- 학생 독서 기술[점수]","점수","","496.9351","","","505.35277","","","","503.94","",
"미국","- 낮은 독서 기술을 가진 학생[%]","%","","","","","12.64533","","","","14.75928","",
"미국","- 독서 점수 상위 10분위[10분위]","10분위","","","","","1.78211","","","","1.82092","",
"미국","- 학생 수학 기술[점수]","점수","","469.62849","","","478.24472","","","","464.89","",
"미국","- 낮은 수학 기술을 가진 학생[%]","%","","","","","12.64533","","","","14.75928","",
"미국","- 수학 점수 상위 10분위[10분위]","10분위","","","","","1.67522","","","","1.71283","",
"미국","- 학생 과학 기술[점수]","점수","","496.24243","","","502.38003","","","","499.41","",
"미국","- 낮은 과학 기술을 가진 학생[%]","%","","","","","12.64533","","","","14.75928","",
"미국","- 과학 점수 상위 10분위[10분위]","10분위","","","","","1.69782","","","","1.79136","",
"미국","- 성인 수리력 기술[점수]","점수","","","","254.9477","","","","","","",
"미국","- 낮은 수리력 기술을 가진 성인[%]","%","","","","","11.56672","","","","","",
"미국","- 성인 수리력 점수 상위 10분위[10분위]","10분위","","","","1.81608","1.81608","","","","","",
"미국","- 성인 문해력 기술[점수]","점수","","","","270.87962","","","","","","",
"미국","- 낮은 문해력 기술을 가진 성인[%]","%","","","","","1.50067","","","","","",
"미국","- 성인 문해력 점수 상위 10분위[10분위]","10분위","","","","1.63782","1.63782","","","","","",
"미국","- 사회적 지원[%]","%","90.08065","90.08065","90.08065","91.385","91.385","91.385","92.86893","92.86893","88.03822","88.03822",
"미국","- 사회적 지원 부족[%]","%","9.78246","9.61301","10.3138","7.89643","9.61086","8.31719","6.24966","7.99549","9.95518","",
"미국","- 사회적 상호작용에 소요된 시간[시간]","시간","","","","5.14825","5.06383","","","","","",
"미국","- 정부에 의견을 반영할 권리가 있음[%]","%","","","","39.71698","","","","","","",
"미국","- 정부에 의견을 반영할 권리가 없음[%]","%","","","","36.22837","","","","","","",
"미국","- 투표율[%]","%","","","65.44","","","","70.75","","","",
"미국","- 공기 오염에 노출[%]","%","97.13","97.1","93.45","96.87","96.32","92.24","96.24","","","",
"미국","- 살인사건[명]","명","4.9","5.4","5.9","5.9","5.7","5.8","7.4","","","",
"미국","- 밤에 안전하다고 느끼는 정도[%]","%","74.85952","74.85952","74.85952","73.33814","73.33814","73.33814","76.08997","76.08997","73.08916","73.08916",
"미국","- 밤에 안전하지 않다고 느끼는 정도[%]","%","26.36045","25.25374","23.02106","27.7821","26.40075","25.36897","21.3024","26.28712","26.52902","",
"미국","- 교통사고 사망[명]","명","10.28712","11.06678","11.70204","11.52582","11.2701","11.0727","11.76678","12.93757","12.84026","",
"미국","- 부정적인 감정 균형[%]","%","13.60342","13.60342","13.60342","12.98281","12.98281","12.98281","14.52442","14.52442","15.71854","15.71854",
"브라질","- 평균 가계 가처분소득 상위 5분위[5분위]","5분위","","","14.5","","","","","","","",
"브라질","- 상대적 소득 빈곤선 이하의 가계 가처분소득[%]","%","","","21.5","","","","","","","",
"브라질","- 고용률[%]","%","69.69658","69.19889","68.91321","68.04577","68.54552","69.23715","63.81514","65.03316","","",
"브라질","- 성별 임금 격차[%]","%","16.66667","15.38462","14.28571","13.33333","10.66667","6.66667","6.25","9.09091","","",
"브라질","- 취업, 교육 또는 훈련을 받지 않는 청소년[%]","%","19.2785","21.81043","23.26456","24.84249","24.67741","23.72641","27.31827","","","",
"브라질","- 장시간의 유급 근무[%]","%","8.20217","7.56288","6.22554","6.50114","6.86442","7.05853","5.61701","5.9623","","",
"브라질","- 총 중위 소득의 2/3 미만을 버는 전일제 근로자[%]","%","20.73488","18.6582","7.43866","7.55882","20.7161","19.00514","6.27585","8.17888","","",
"브라질","- 상위 소득 10분위의 전일제 근로자[10분위]","10분위","4.14365","4.44162","4.54545","4.26894","4.19287","4.00802","4.5933","4.54545","","",
"브라질","- 가정 내 인터넷 접속 여부[%]","%","45.4","44.3","48.1","53.8","59.32528","63","75.61","71.76","","",
"브라질","- 출생 시 기대 수명[년]","년","74.8","75","75.2","75.5","75.7","75.9","76.1","","","",
"브라질","- 자살, 알코올, 약물로 인한 사망[명]","명","13.60502","13.89398","13.80622","13.83499","13.64906","13.8408","","","","",
"브라질","- 학생 독서 기술[점수]","점수","","407.34859","","","412.87332","","","","","",
"브라질","- 낮은 독서 기술을 가진 학생[%]","%","","","","","43.20899","","","","","",
"브라질","- 독서 점수 상위 10분위[10분위]","10분위","","","","","1.91744","","","","","",
"브라질","- 학생 수학 기술[점수]","점수","","377.06952","","","383.56912","","","","","",
"브라질","- 낮은 수학 기술을 가진 학생[%]","%","","","","","43.20899","","","","","",
"브라질","- 수학 점수 상위 10분위[10분위]","10분위","","","","","1.81063","","","","","",
"브라질","- 학생 과학 기술[점수]","점수","","400.6821","","","403.62094","","","","","",
"브라질","- 낮은 과학 기술을 가진 학생[%]","%","","","","","43.20899","","","","","",
"브라질","- 과학 점수 상위 10분위[10분위]","10분위","","","","","1.80082","","","","","",
"브라질","- 사회적 지원[%]","%","89.60338","89.99933","90.83711","90.19884","87.2344","89.25478","82.67466","80.63404","86.36358","",
"브라질","- 사회적 지원 부족[%]","%","10.14252","9.26174","8.7153","9.50207","11.72632","10.00818","16.8336","18.38499","13.38534","",
"브라질","- 투표율[%]","%","80.6","","","","79.8","","","","","",
"브라질","- 공기 오염에 노출[%]","%","92.685","80.629","76.311","81.739","81.182","81.707","","","","",
"브라질","- 살인사건[명]","명","27.1","26.3","27.1","27.8","24.4","19.1","","","","",
"브라질","- 밤에 안전하다고 느끼는 정도[%]","%","36.21487","39.51744","36.05562","31.32522","33.60489","40.2049","44.77896","48.30742","47.53643","",
"브라질","- 밤에 안전하지 않다고 느끼는 정도[%]","%","63.05659","59.77763","63.33195","67.99629","65.80228","58.91649","54.07294","51.07115","51.40269","",
"브라질","- 부정적인 감정 균형[%]","%","12.4874","16.21762","13.22056","16.22752","18.14052","16.95924","20.73254","23.13851","","",
"칠레","- 평균 가계 가처분소득 상위 5분위[5분위]","5분위","","10","","10.3","","","14.2","","10.1","",
"칠레","- 중위 순자산[US$]","US$","46005","","","60127","","","","","","",
"칠레","- 자산 상위 10분위[%]","%","57.71056","","","56.79751","","","","","","",
"칠레","- 상대적 소득 빈곤선 이하의 가계 가처분소득[%]","%","","16.1","","16.5","","","18.6","","16.3","",
"칠레","- 연간 국가 상대 소득 빈곤선의 3개월치 이하의 동등액 액면 금융자산[%]","%","52.65","","","","","","","","","",
"칠레","- 고용률[%]","%","73.121","73.182","72.919","73.53","73.729","73.926","65.217","67.673","70.97","72.13",
"칠레","- 성별 임금 격차[%]","%","","14.28571","","12.5","","","8.59646","10.91889","15.36705","",
"칠레","- 취업, 교육 또는 훈련을 받지 않는 청소년[%]","%","","16.34246","","17.18315","","","21.07455","","","",
"칠레","- 노동 시장 불안정성[%]","%","6.7835","6.90473","7.01736","","","","","","","",
"칠레","- 직무 부담[%]","%","","28.22035","","","","","","","","",
"칠레","- 장시간의 유급 근무[%]","%","13.45","11.51","9.93","9.7","9.12","8.66","7.64","6.18","5.64","",
"칠레","- 연간 평균 총 소득[US$]","US$","30657","30615","31834","30847","32348","33190","31369","33042.3321","","",
"칠레","- 총 중위 소득의 2/3 미만을 버는 전일제 근로자[%]","%","","12.09635","","10.56806","","","11.81279","8.72695","8.16763","",
"칠레","- 상위 소득 10분위의 전일제 근로자[10분위]","10분위","","4.09091","","4","","","5.55556","5.09114","5.11765","",
"칠레","- 주거 비용 부담[%]","%","","","","","82.27713","82.44321","83.32128","82.46076","","",
"칠레","- 주거 비용 과부담[%]","%","","27.77674","","36.12205","","","","","46.22754","",
"칠레","- 기본 위생시설에 접근하지 못하는 저소득 가구[%]","%","","6.10139","","5.52663","","","2.67653","","","",
"칠레","- 가정 내 인터넷 접속 여부[%]","%","66.49402","71.55809","79.2978","87.539","","","","","","",
"칠레","- 출생 시 기대 수명[년]","년","79.6","79.8","80","80.2","80.4","80.6","80.8","81","81.2","",
"칠레","- 긍정적인 건강 인식[%]","%","","57.4","","59.7","","","50.5","50.5","","",
"칠레","- 부정적인 건강 인식[%]","%","","7.3","","6.6","","","","6.8","","",
"칠레","- 자살, 알코올, 약물로 인한 사망[명]","명","17.33511","17.60219","17.76806","17.51416","17.72626","","","","","",
"칠레","- 학생 독서 기술[점수]","점수","","458.57088","","","452.27255","","","","447.98","",
"칠레","- 낮은 독서 기술을 가진 학생[%]","%","","","","","23.46522","","","","24.75427","",
"칠레","- 독서 점수 상위 10분위[10분위]","10분위","","","","","1.72633","","","","1.727","",
"칠레","- 학생 수학 기술[점수]","점수","","422.67136","","","417.40656","","","","411.7","",
"칠레","- 낮은 수학 기술을 가진 학생[%]","%","","","","","23.46522","","","","24.75427","",
"칠레","- 수학 점수 상위 10분위[10분위]","10분위","","","","","1.70021","","","","1.62974","",
"칠레","- 학생 과학 기술[점수]","점수","","446.95607","","","443.58256","","","","443.54","",
"칠레","- 낮은 과학 기술을 가진 학생[%]","%","","","","","23.46522","","","","24.75427","",
"칠레","- 과학 점수 상위 10분위[10분위]","10분위","","","","","1.64816","","","","1.73007","",
"칠레","- 성인 수리력 기술[점수]","점수","206.05903","","","","","","","","","",
"칠레","- 낮은 수리력 기술을 가진 성인[%]","%","13.70115","","","","","","","","","",
"칠레","- 성인 수리력 점수 상위 10분위[10분위]","10분위","2.20399","","","","","","","","","",
"칠레","- 성인 문해력 기술[점수]","점수","220.14672","","","","","","","","","",
"칠레","- 낮은 문해력 기술을 가진 성인[%]","%","5.1302","","","","","","","","","",
"칠레","- 성인 문해력 점수 상위 10분위[10분위]","10분위","1.90661","","","","","","","","","",
"칠레","- 사회적 지원[%]","%","84.33607","84.33607","84.33607","87.96825","87.96825","87.96825","88.99364","88.99364","88.05713","88.05713",
"칠레","- 사회적 지원 부족[%]","%","13.70511","17.23277","15.82652","11.99579","10.95964","13.01777","11.07821","10.78743","11.27002","",
"칠레","- 정부에 의견을 반영할 권리가 있음[%]","%","59.25792","","","","","","","","","",
"칠레","- 정부에 의견을 반영할 권리가 없음[%]","%","20.17876","","","","","","","","","",
"칠레","- 투표율[%]","%","","","","49.02","","","","55.64","","",
"칠레","- 공기 오염에 노출[%]","%","99.86","99.86","99.86","99.86","99.86","99.86","99.86","","","",
"칠레","- 살인사건[명]","명","4.5","4.2","3.7","3","2.4","2.4","2.8","","","",
"칠레","- 밤에 안전하다고 느끼는 정도[%]","%","51.74475","51.74475","51.74475","47.53551","47.53551","47.53551","43.43681","43.43681","37.10148","37.10148",
"칠레","- 밤에 안전하지 않다고 느끼는 정도[%]","%","44.29815","48.7563","49.93927","52.60963","51.55311","50.98157","55.08551","54.04676","60.76069","",
"칠레","- 교통사고 사망[명]","명","11.89592","11.88554","11.98867","10.45106","10.42589","10.32594","9.21971","10.4277","10.77738","",
"칠레","- 부정적인 감정 균형[%]","%","13.59204","13.59204","13.59204","14.94088","14.94088","14.94088","14.12691","14.12691","12.36525","12.36525",
"콜롬비아","- 고용률[%]","%","73.949","74.227","73.819","73.417","72.736","71.401","63.133","66.015","69.93","71.243",
"콜롬비아","- 성별 임금 격차[%]","%","14.77267","14.24536","12.75531","11.25135","10.62886","9.38559","2.96395","3.34051","1.85874","1.94553",
"콜롬비아","- 장기 실업률[%]","%",".87834",".72671",".71246",".84841","1.02738","1.28542","1.15597","2.28331","1.60812","",
"콜롬비아","- 취업, 교육 또는 훈련을 받지 않는 청소년[%]","%","21.40195","21.14078","21.13057","21.83534","22.84065","23.91666","29.09966","26.83823","24.42341","",
"콜롬비아","- 장시간의 유급 근무[%]","%","30.54","28.99","27.9","26.42","25.79","25.76","24.74","19.77","20.53","",
"콜롬비아","- 연간 평균 총 소득[US$]","US$","20602","20685","20488","21020","21821","21751","24681","22248.49156","","",
"콜롬비아","- 총 중위 소득의 2/3 미만을 버는 전일제 근로자[%]","%","12.62757","12.74232","11.06813","10.30748","9.71691","11.67703","12.7986","11.42435","12.17517","12.64462",
"콜롬비아","- 상위 소득 10분위의 전일제 근로자[10분위]","10분위","5.5","4.81481","4.56667","4.36364","4.21111","4.54556","4.66667","4.83333","5.75521","5.14583",
"콜롬비아","- 과밀 주거 가구[%]","%","37.32386","36.34739","35.01728","34.12892","34.42402","33.87421","34.61338","34.26975","32.21582","",
"콜롬비아","- 주거 비용 과부담[%]","%","42.92167","43.13236","45.34899","48.43386","50.62621","46.65438","44.26695","60.27514","49.46486","",
"콜롬비아","- 기본 위생시설에 접근하지 못하는 저소득 가구[%]","%","1.81141","1.59549","1.43881","1.13266","1.12921","1.50188","1.04489","","","",
"콜롬비아","- 시간 사용에 대한 만족도[척도]","척도","","","","","","","7.39993","7.4052","7.29907","",
"콜롬비아","- 시간 사용에 대한 만족도 점수 5 이하[%]","%","","","","","","","7.7124","7.71199","8.1668","",
"콜롬비아","- 시간 사용에 대한 만족도 상위 5분위[5분위]","5분위","","","","","","","2.24202","2.23606","2.28967","",
"콜롬비아","- 출생 시 기대 수명[년]","년","75.2","75.4","75.7","75.9","76.5","76.6","76.7","76.8","76.9","",
"콜롬비아","- 긍정적인 건강 인식[%]","%","","","","","80.6","80.4","","","","",
"콜롬비아","- 부정적인 건강 인식[%]","%","","","","","1.3","1.3","","","","",
"콜롬비아","- 자살, 알코올, 약물로 인한 사망[명]","명","12.20622","12.80517","13.31627","12.80531","13.16","12.97161","","","","",
"콜롬비아","- 학생 독서 기술[점수]","점수","","424.90517","","","412.29508","","","","408.67","",
"콜롬비아","- 낮은 독서 기술을 가진 학생[%]","%","","","","","39.92956","","","","40.65181","",
"콜롬비아","- 독서 점수 상위 10분위[10분위]","10분위","","","","","1.7716","","","","1.83652","",
"콜롬비아","- 학생 수학 기술[점수]","점수","","389.64383","","","390.93227","","","","382.7","",
"콜롬비아","- 낮은 수학 기술을 가진 학생[%]","%","","","","","39.92956","","","","40.65181","",
"콜롬비아","- 수학 점수 상위 10분위[10분위]","10분위","","","","","1.71958","","","","1.63884","",
"콜롬비아","- 학생 과학 기술[점수]","점수","","415.72876","","","413.32299","","","","411.12","",
"콜롬비아","- 낮은 과학 기술을 가진 학생[%]","%","","","","","39.92956","","","","40.65181","",
"콜롬비아","- 과학 점수 상위 10분위[10분위]","10분위","","","","","1.68632","","","","1.74044","",
"콜롬비아","- 사회적 지원[%]","%","89.30677","89.30677","89.30677","88.42665","88.42665","88.42665","79.49329","79.49329","85.50789","85.50789",
"콜롬비아","- 사회적 지원 부족[%]","%","9.20967","10.97619","11.76623","9.02252","12.8278","12.65372","20.29648","20.60981","12.2381","",
"콜롬비아","- 정부에 의견을 반영할 권리가 있음[%]","%","","","","","","","","17.16654","","",
"콜롬비아","- 정부에 의견을 반영할 권리가 없음[%]","%","","","","","","","","68.87131","","",
"콜롬비아","- 투표율[%]","%","47.97","","","","53.38","","","","58.17","",
"콜롬비아","- 공기 오염에 노출[%]","%","99.51","99.52","99.52","99.52","99.52","99.52","99.52","","","",
"콜롬비아","- 살인사건[명]","명","25.3","24","23.4","22.8","23.5","23.7","22","","","",
"콜롬비아","- 밤에 안전하다고 느끼는 정도[%]","%","46.24798","46.24798","46.24798","46.43407","46.43407","46.43407","46.92021","46.92021","44.77681","44.77681",
"콜롬비아","- 밤에 안전하지 않다고 느끼는 정도[%]","%","54.03772","51.76805","52.21765","57.72871","50.20834","50.5415","49.64669","55.24726","55.71609","",
"콜롬비아","- 교통사고 사망[명]","명","13.33885","13.8317","14.81098","13.71807","13.73644","13.31493","10.8059","14.15957","15.76156","",
"콜롬비아","- 삶의 만족도[척도]","척도","","","","","8.2625","8.15535","7.9961","8.00796","7.92084","",
"콜롬비아","- 삶의 만족도 점수 5 이하[%]","%","","","","","2.95568","3.39926","3.78935","3.32501","3.72334","",
"콜롬비아","- 삶의 만족도 점수 상위 5분위[5분위]","5분위","","","","","1.7706","1.82384","1.8641","1.83444","1.89956","",
"콜롬비아","- 부정적인 감정 균형[%]","%","12.11672","12.11672","12.11672","13.27987","13.27987","13.27987","15.64881","15.64881","14.68391","14.68391",
"코스타리카","- 가계 및 비영리단체 1인당 순조정가처분소득[US$]","US$","14554","15038","15953","16957","17236","17405","","","","",
"코스타리카","- 평균 가계 가처분소득 상위 5분위[5분위]","5분위","13.7","13.4","13.5","13","13.2","12.7","14.5","13.3","12.3","",
"코스타리카","- 상대적 소득 빈곤선 이하의 가계 가처분소득[%]","%","21.5","20.6","20.9","20.4","20.9","19.9","20.5","20.3","21","",
"코스타리카","- 고용률[%]","%","70.721","69.537","67.634","68.622","69.654","71.059","63.41","66.129","69.056","67.228",
"코스타리카","- 성별 임금 격차[%]","%","12.30769","9.09091","6.25","6.58683","8.4507","6.52921","3.0303","5.20362","1.44928","4.21052",
"코스타리카","- 장기 실업률[%]","%","1.55644","1.56079","1.61625","1.36034","1.51392","1.54506","1.51959","3.48739","2.40043","",
"코스타리카","- 취업, 교육 또는 훈련을 받지 않는 청소년[%]","%","18.73476","19.77262","21.75012","20.32168","21.80865","20.34334","17.40892","25.19388","20.43247","",
"코스타리카","- 장시간의 유급 근무[%]","%","26.81","28.29","27.46","27.55","25.85","24.23","21.99","21.6","21.31","",
